project_id,title,description,category,department,difficulty,required_skills,tech_stack,research_area,research_tags,avg_grade_given,times_selected
IFS-RTL-1543,Price Consistency Across Channels,A project focused on price consistency across channels,Omnichannel,Information Systems,Medium,"Java, SQL, Python, JavaScript","Python, JavaScript, SQL, Java",Software Engineering,"consistency, continuous integration, databases, devops, omnichannel, price",3.27,6
IFS-RTL-1544,Customer Profile Unification Framework,A project focused on customer profile unification framework,Omnichannel,Information Systems,Medium,"Java, SQL, Python, JavaScript","SQL, Python, JavaScript",Software Engineering,"agile, code quality, customer, databases, omnichannel, profile",2.97,10
IFS-RTL-1545,Unified Commerce Analytics Platform,A project focused on unified commerce analytics platform,Omnichannel,Information Systems,Medium,"Java, SQL, Python, JavaScript","Python, JavaScript, Java, SQL",Software Engineering,"commerce, continuous integration, databases, devops, omnichannel, python programming",3.47,3
IFT-DB-1546,Query Execution Plan Analyzer and Optimizer,A project focused on query execution plan analyzer and optimizer,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","Python, MySQL, MongoDB, PostgreSQL, SQL",Database Systems,"database, databases, execution, python programming, query, query optimization",3.26,6
IFT-DB-1547,Index Optimization Framework for Query Performance,A project focused on index optimization framework for query performance,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","MySQL, SQL, Python",Database Systems,"database, database security, databases, index, indexing, optimization",3.12,8
IFT-DB-1548,Query Rewriting Engine for SQL Optimization,A project focused on query rewriting engine for sql optimization,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","MongoDB, Python, MySQL",Database Systems,"database, database administration, database security, databases, indexing, python programming",3.34,8
IFT-DB-1549,Database Statistics Collection and Management,A project focused on database statistics collection and management,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","PostgreSQL, Python, MySQL, MongoDB, SQL",Database Systems,"data modeling, database, database administration, databases, nosql, python programming",2.79,7
IFT-DB-1550,Cardinality Estimation Framework,A project focused on cardinality estimation framework,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","MySQL, SQL, MongoDB, PostgreSQL",Database Systems,"cardinality, data migration, database, databases, estimation, indexing",3.59,2
IFT-DB-1551,Parallel Query Execution Framework,A project focused on parallel query execution framework,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","Python, MySQL, PostgreSQL, SQL, MongoDB",Database Systems,"database, database administration, database security, databases, indexing, nosql",3.22,7
IFT-DB-1552,Database Caching Strategy Optimization,A project focused on database caching strategy optimization,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","MySQL, SQL, PostgreSQL, Python, MongoDB",Database Systems,"caching, data modeling, database, database design, databases, python programming",2.8,4
IFT-DB-1553,Connection Pool Management System,A project focused on connection pool management system,Database,Information Technology,Medium,"SQL, Python, MongoDB, PostgreSQL, MySQL","PostgreSQL, Python, SQL, MySQL, MongoDB",Database Systems,"connection, database, databases, indexing, pool, python programming",3.68,3
IFT-DB-1554,Database Replication Strategy Framework,A project focused on database replication strategy framework,Replication,Information Technology,Medium,"SQL, Python, PostgreSQL, MySQL, MongoDB","MongoDB, PostgreSQL, SQL",Computer Science,"database, databases, python programming, replication",2.8,6
IFT-DB-1555,Distributed Transaction Coordination System,A project focused on distributed transaction coordination system,Replication,Information Technology,Medium,"SQL, Python, PostgreSQL, MySQL, MongoDB","MongoDB, MySQL, Python, SQL, PostgreSQL",Computer Science,"databases, distributed, python programming, replication, transaction",3.53,10
IFT-DB-1556,Conflict Resolution Framework for Data Consistency,A project focused on conflict resolution framework for data consistency,Replication,Information Technology,Medium,"SQL, Python, PostgreSQL, MySQL, MongoDB","Python, MySQL, SQL",Computer Science,"conflict, databases, python programming, replication, resolution",2.61,8
IFT-DB-1557,Master-Slave Replication Management,A project focused on master-slave replication management,Replication,Information Technology,Medium,"SQL, Python, PostgreSQL, MySQL, MongoDB","SQL, Python, PostgreSQL",Computer Science,"databases, master, python programming, replication, slave",2.89,9
IFT-DB-1558,Multi-Master Replication System,A project focused on multi-master replication system,Replication,Information Technology,Medium,"SQL, Python, PostgreSQL, MySQL, MongoDB","MongoDB, MySQL, SQL",Computer Science,"databases, master, multi, python programming, replication",3.51,9
IFT-DB-1559,NoSQL Database Comparison Framework,A project focused on nosql database comparison framework,NoSQL,Information Technology,Medium,"Python, MongoDB, Cassandra, Redis, Neo4j","Neo4j, Redis, Python",Database Systems,"data migration, data modeling, database, nosql, python programming, replication",3.32,8
IFT-DB-1560,Distributed Hash Table (DHT) Implementation,A project focused on distributed hash table (dht) implementation,NoSQL,Information Technology,Medium,"Python, MongoDB, Cassandra, Redis, Neo4j","Neo4j, Redis, Cassandra, MongoDB",Database Systems,"data modeling, database security, distributed, hash, indexing, nosql",2.86,8
IFT-DB-1561,Consistent Hashing for Distributed Caching,A project focused on consistent hashing for distributed caching,NoSQL,Information Technology,Medium,"Python, MongoDB, Cassandra, Redis, Neo4j","Neo4j, Cassandra, Redis, MongoDB, Python",Database Systems,"consistent, hashing, nosql, python programming, sharding, sql",3.66,6
IFT-DB-1562,MapReduce Framework Implementation,A project focused on mapreduce framework implementation,Big Data,Information Technology,Medium,"Python, Hadoop, Spark, Kafka, SQL","Kafka, SQL, Python, Spark, Hadoop",Computer Science,"big data, mapreduce, python programming",3.37,8
IFT-DB-1563,Distributed File System (DFS) Design,A project focused on distributed file system (dfs) design,Big Data,Information Technology,Medium,"Python, Hadoop, Spark, Kafka, SQL","Kafka, Spark, SQL",Computer Science,"big data, distributed, file, python programming",3.57,11
IFT-DB-1564,Incremental Backup Framework for Efficient Storage,A project focused on incremental backup framework for efficient storage,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Python, Linux, Azure",Computer Science,"backup, databases, incremental, python programming",3.15,6
IFT-DB-1565,Deduplication Engine for Backup Optimization,A project focused on deduplication engine for backup optimization,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Azure, AWS, Python, Linux",Computer Science,"backup, databases, deduplication, engine, python programming",2.77,11
IFT-DB-1566,Backup Encryption and Security Framework,A project focused on backup encryption and security framework,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Linux, SQL, Python, AWS, Azure",Computer Science,"backup, databases, encryption, python programming",3.61,3
IFT-DB-1567,Recovery Point Objective (RPO) Management,A project focused on recovery point objective (rpo) management,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Linux, SQL, AWS, Azure, Python",Computer Science,"backup, databases, point, python programming, recovery",2.8,5
IFT-DB-1568,Backup Verification and Integrity Checking,A project focused on backup verification and integrity checking,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","AWS, SQL, Linux, Python",Computer Science,"backup, databases, python programming, verification",2.93,6
IFT-DB-1569,Disaster Recovery Drill Framework,A project focused on disaster recovery drill framework,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","SQL, AWS, Linux, Azure",Computer Science,"backup, databases, disaster, python programming, recovery",3.01,11
IFT-DB-1570,Data Archival and Retention Policy Management,A project focused on data archival and retention policy management,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Python, AWS, Azure, Linux",Computer Science,"archival, backup, data, databases, python programming",3.34,7
IFT-DB-1571,Tape Library Management System,A project focused on tape library management system,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","AWS, SQL, Python",Computer Science,"backup, databases, library, python programming, tape",2.77,5
IFT-DB-1572,Cross-Region Backup Replication,A project focused on cross-region backup replication,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","SQL, Azure, Linux, Python, AWS",Computer Science,"backup, cross, databases, python programming, region",3.53,9
IFT-DB-1573,Recovery Time Objective (RTO) Optimization,A project focused on recovery time objective (rto) optimization,Backup,Information Technology,Medium,"Python, Linux, SQL, AWS, Azure","Azure, Linux, Python, AWS",Computer Science,"backup, databases, python programming, recovery, time",2.64,5
SFE-CP-1574,Thread Pool Framework for Concurrent Task Execution,A project focused on thread pool framework for concurrent task execution,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Python, C++, Go",Software Engineering,"concurrent, continuous integration, pool, python programming, refactoring, requirements engineering",3.52,1
SFE-CP-1575,Lock-Free Data Structure Implementation,A project focused on lock-free data structure implementation,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Go, Python, Rust, C++",Software Engineering,"concurrent, design patterns, free, lock, python programming, software architecture",2.86,6
SFE-CP-1576,Mutex and Semaphore Synchronization Framework,A project focused on mutex and semaphore synchronization framework,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Go, C++, Java, Python",Software Engineering,"concurrent, continuous integration, design patterns, mutex, python programming, semaphore",3.77,6
SFE-CP-1577,Thread-Safe Collection Implementation,A project focused on thread-safe collection implementation,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Go, Python, Java, Rust, C++",Software Engineering,"agile, code quality, concurrent, design patterns, python programming, refactoring",3.21,10
SFE-CP-1578,Producer-Consumer Pattern Framework,A project focused on producer-consumer pattern framework,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","C++, Rust, Go, Java, Python",Software Engineering,"agile, concurrent, consumer, continuous integration, producer, python programming",3.68,7
SFE-CP-1579,Deadlock Detection and Prevention System,A project focused on deadlock detection and prevention system,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Python, Rust, Go, C++",Software Engineering,"agile, concurrent, deadlock, detection, python programming, refactoring",2.76,7
SFE-CP-1580,Busy-Waiting Optimization Framework,A project focused on busy-waiting optimization framework,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","C++, Rust, Go, Java, Python",Software Engineering,"busy, concurrent, python programming, software testing, version control, waiting",3.02,7
SFE-CP-1581,Async/Await Pattern Implementation,A project focused on async/await pattern implementation,Concurrent,Software Engineering,Medium,"Java, Python, C++, Go, Rust","Java, Rust, C++, Python",Software Engineering,"async, await, concurrent, python programming, requirements engineering, version control",3.75,1
SFE-CP-1582,Consensus Algorithm Implementation (Raft/Paxos),A project focused on consensus algorithm implementation (raft/paxos),Distributed,Software Engineering,Medium,"Java, Python, Go, Raft, Paxos","Paxos, Raft, Python, Go",Software Engineering,"algorithm, consensus, continuous integration, design patterns, distributed, python programming",3.51,9
SFE-CP-1583,Leader Election Protocol Framework,A project focused on leader election protocol framework,Distributed,Software Engineering,Medium,"Java, Python, Go, Raft, Paxos","Python, Java, Go, Paxos, Raft",Software Engineering,"distributed, election, leader, python programming, software testing, version control",3.11,5
SFE-CP-1584,Clock Synchronization Framework for Distributed Systems,A project focused on clock synchronization framework for distributed systems,Distributed,Software Engineering,Medium,"Java, Python, Go, Raft, Paxos","Python, Go, Java, Raft, Paxos",Software Engineering,"clock, distributed, python programming, software architecture, software maintenance, synchronization",3.25,7
SFE-CP-1585,Distributed Lock Manager for Coordination,A project focused on distributed lock manager for coordination,Distributed,Software Engineering,Medium,"Java, Python, Go, Raft, Paxos","Paxos, Raft, Java",Software Engineering,"agile, code quality, distributed, lock, python programming",2.7,7
SFE-CP-1586,Gossip Protocol Implementation for Information Spread,A project focused on gossip protocol implementation for information spread,Distributed,Software Engineering,Medium,"Java, Python, Go, Raft, Paxos","Paxos, Go, Raft",Software Engineering,"code quality, continuous integration, distributed, gossip, protocol, python programming",3.7,11
SFE-CP-1587,Collaborative Code Editing Platform,A project focused on collaborative code editing platform,Collaboration,Software Engineering,Medium,"JavaScript, Python, WebSockets","WebSockets, JavaScript, Python",Software Engineering,"code, code quality, collaboration, collaborative, devops, python programming",2.63,3
SFE-CP-1588,Real-Time Document Synchronization Framework,A project focused on real-time document synchronization framework,Collaboration,Software Engineering,Medium,"JavaScript, Python, WebSockets","WebSockets, JavaScript, Python",Software Engineering,"agile, collaboration, continuous integration, design patterns, python programming, real",3.36,4
SFE-CP-1589,Operational Transformation for Conflict-Free Editing,A project focused on operational transformation for conflict-free editing,Collaboration,Software Engineering,Medium,"JavaScript, Python, WebSockets","Python, JavaScript, WebSockets",Software Engineering,"agile, code quality, collaboration, continuous integration, operational, python programming",2.68,1
SFE-CP-1590,Git-Based Collaboration Workflow Automation,A project focused on git-based collaboration workflow automation,Collaboration,Software Engineering,Medium,"JavaScript, Python, WebSockets","JavaScript, Python, WebSockets",Software Engineering,"code quality, collaboration, continuous integration, python programming, version control, workflow",3.08,2
SFE-CP-1591,Code Review Automation and Commenting System,A project focused on code review automation and commenting system,Collaboration,Software Engineering,Medium,"JavaScript, Python, WebSockets","JavaScript, WebSockets, Python",Software Engineering,"code, collaboration, continuous integration, design patterns, python programming, review",3.44,10
SFE-CP-1592,Load Balancing Algorithm for Request Distribution,A project focused on load balancing algorithm for request distribution,Scalability,Software Engineering,Medium,"Java, Python, Docker, Kubernetes","Python, Java, Docker",Software Engineering,"agile, balancing, containerization, continuous integration, load, python programming",3.04,6
SFE-CP-1593,Horizontal Scaling Framework for Application Growth,A project focused on horizontal scaling framework for application growth,Scalability,Software Engineering,Medium,"Java, Python, Docker, Kubernetes","Java, Docker, Python",Software Engineering,"containerization, design patterns, devops, horizontal, python programming, scalability",2.52,9
SFE-CP-1594,Auto-Scaling Policy Optimization System,A project focused on auto-scaling policy optimization system,Scalability,Software Engineering,Medium,"Java, Python, Docker, Kubernetes","Kubernetes, Python, Java, Docker",Software Engineering,"auto, containerization, design patterns, devops, python programming, scalability",2.8,6
SFE-CP-1595,Cache Coherence Protocol Implementation,A project focused on cache coherence protocol implementation,Scalability,Software Engineering,Medium,"Java, Python, Docker, Kubernetes","Java, Docker, Python, Kubernetes",Software Engineering,"cache, coherence, containerization, devops, python programming, scalability",2.56,6
SFE-CP-1596,Sharding Strategy for Data Partitioning,A project focused on sharding strategy for data partitioning,Scalability,Software Engineering,Medium,"Java, Python, Docker, Kubernetes","Python, Docker, Java",Software Engineering,"containerization, python programming, scalability, sharding, software maintenance, strategy",3.4,4
SFE-CP-1597,Reactive Stream Processing Framework,A project focused on reactive stream processing framework,Reactive,Software Engineering,Medium,"Java, JavaScript, Python, RxJava","Java, Python, RxJava",Software Engineering,"agile, devops, python programming, reactive, software testing, stream",3.05,3
SFE-CP-1598,Backpressure Handling in Reactive Streams,A project focused on backpressure handling in reactive streams,Reactive,Software Engineering,Medium,"Java, JavaScript, Python, RxJava","JavaScript, Python, Java",Software Engineering,"backpressure, design patterns, handling, python programming, reactive, software architecture",2.77,10
SFE-CP-1599,Observable Pattern Implementation Framework,A project focused on observable pattern implementation framework,Reactive,Software Engineering,Medium,"Java, JavaScript, Python, RxJava","Python, JavaScript, RxJava, Java",Software Engineering,"agile, observable, pattern, python programming, reactive, software architecture",2.54,8
SFE-CP-1600,Reactive Error Handling and Recovery System,A project focused on reactive error handling and recovery system,Reactive,Software Engineering,Medium,"Java, JavaScript, Python, RxJava","RxJava, Java, JavaScript",Software Engineering,"continuous integration, error, python programming, reactive, requirements engineering, software maintenance",2.52,2
COS-BIO-1601,DNA Sequence Alignment Algorithm Using Smith-Waterman,A project focused on dna sequence alignment algorithm using smith-waterman,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Statistics, Genomics",Data Science,"alignment, bio, business intelligence, data preprocessing, python programming, sequence",3.61,7
COS-BIO-1602,Global Sequence Alignment Framework (Needleman-Wunsch),A project focused on global sequence alignment framework (needleman-wunsch),Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, R, Biopython, Python, Genomics",Data Science,"bio, business intelligence, data mining, global, python programming, sequence",3.35,7
COS-BIO-1603,Multiple Sequence Alignment Tool for Protein Comparison,A project focused on multiple sequence alignment tool for protein comparison,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Python, R, Biopython",Data Science,"bio, exploratory analysis, forecasting, multiple, predictive analytics, python programming",2.67,11
COS-BIO-1604,Hidden Markov Model for Gene Prediction,A project focused on hidden markov model for gene prediction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Python, Biopython",Data Science,"bio, etl, forecasting, hidden, markov, python programming",3.65,5
COS-BIO-1605,Sequence Homology Search Framework (BLAST Implementation),A project focused on sequence homology search framework (blast implementation),Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Genomics, Statistics",Data Science,"bio, forecasting, homology, python programming, sequence, time series",2.93,5
COS-BIO-1606,DNA Motif Discovery Algorithm,A project focused on dna motif discovery algorithm,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Biopython, Python, R",Data Science,"big data, bio, discovery, motif, python programming, statistical modeling",3.46,10
COS-BIO-1607,Tandem Repeat Detection System,A project focused on tandem repeat detection system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Python, Genomics",Data Science,"bio, data analysis, python programming, repeat, statistical modeling, tandem",3.59,1
COS-BIO-1608,Codon Usage Analysis Framework,A project focused on codon usage analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Statistics, Genomics",Data Science,"bio, business intelligence, codon, exploratory analysis, python programming, usage",3.61,8
COS-BIO-1609,Open Reading Frame (ORF) Detection Algorithm,A project focused on open reading frame (orf) detection algorithm,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Statistics, R",Data Science,"bio, business intelligence, exploratory analysis, open, python programming, reading",3.21,7
COS-BIO-1610,Phylogenetic Tree Construction Framework,A project focused on phylogenetic tree construction framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Genomics, R",Data Science,"big data, bio, data mining, phylogenetic, python programming, tree",3.5,9
COS-BIO-1611,Protein Structure Prediction Network,A project focused on protein structure prediction network,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Biopython, Statistics, R",Data Science,"big data, bio, data preprocessing, protein, python programming, structure",3.33,9
COS-BIO-1612,Secondary Structure Prediction from Sequence,A project focused on secondary structure prediction from sequence,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Python, Statistics, Genomics, Biopython",Data Science,"bio, data warehousing, forecasting, python programming, secondary, structure",2.66,5
COS-BIO-1613,Tertiary Structure Modeling Framework,A project focused on tertiary structure modeling framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Statistics, R, Python",Data Science,"bio, data warehousing, etl, predictive analytics, python programming, statistical modeling",3.59,3
COS-BIO-1614,Protein Fold Recognition System,A project focused on protein fold recognition system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, R, Biopython",Data Science,"big data, bio, data warehousing, exploratory analysis, fold, protein",3.62,11
COS-BIO-1615,Protein-Protein Interaction Prediction,A project focused on protein-protein interaction prediction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Biopython, Statistics, Genomics, R",Data Science,"bio, data visualization, interaction, protein, python programming, statistical modeling",3.33,4
COS-BIO-1616,Active Site Identification Algorithm,A project focused on active site identification algorithm,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Genomics, Biopython, Statistics, Python",Data Science,"active, bio, data analysis, data mining, etl, python programming",3.67,7
COS-BIO-1617,Protein Domain Detection Framework,A project focused on protein domain detection framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Genomics, R, Python",Data Science,"bio, data analysis, data mining, data preprocessing, data visualization, domain",3.37,9
COS-BIO-1618,Transmembrane Domain Predictor,A project focused on transmembrane domain predictor,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Python, Statistics",Data Science,"bio, business intelligence, data preprocessing, domain, python programming, statistical modeling",3.49,3
COS-BIO-1619,Signal Peptide Cleavage Site Prediction,A project focused on signal peptide cleavage site prediction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, R, Biopython",Data Science,"bio, etl, exploratory analysis, peptide, predictive analytics, python programming",3.58,5
COS-BIO-1620,Post-Translational Modification Prediction,A project focused on post-translational modification prediction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Biopython, Python",Data Science,"bio, data visualization, exploratory analysis, forecasting, post, python programming",2.77,3
COS-BIO-1621,Genome Assembly Algorithm (De Bruijn Graph),A project focused on genome assembly algorithm (de bruijn graph),Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Genomics, Python",Data Science,"assembly, bio, data mining, data visualization, data warehousing, forecasting",3.5,2
COS-BIO-1622,Gene Annotation Pipeline,A project focused on gene annotation pipeline,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, R, Biopython, Genomics, Python",Data Science,"annotation, bio, data warehousing, forecasting, gene, python programming",3.09,11
COS-BIO-1623,Copy Number Variation Detection System,A project focused on copy number variation detection system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Genomics, Python",Data Science,"bio, copy, data mining, data visualization, number, python programming",3.05,8
COS-BIO-1624,Structural Variant Identification Framework,A project focused on structural variant identification framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Biopython, Python",Data Science,"bio, data preprocessing, data visualization, exploratory analysis, python programming, structural",2.81,6
COS-BIO-1625,SNP Detection and Analysis Tool,A project focused on snp detection and analysis tool,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Genomics, R, Python, Biopython",Data Science,"bio, data mining, data preprocessing, detection, forecasting, python programming",3.33,5
COS-BIO-1626,Mutation Effect Prediction Model,A project focused on mutation effect prediction model,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Biopython, R, Python",Data Science,"bio, data visualization, effect, forecasting, mutation, python programming",2.82,8
COS-BIO-1627,Epigenetic Marker Analysis Framework,A project focused on epigenetic marker analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Statistics, Biopython, Genomics",Data Science,"bio, data preprocessing, epigenetic, forecasting, marker, python programming",3.23,8
COS-BIO-1628,Regulatory Element Detection System,A project focused on regulatory element detection system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Genomics, Python, Biopython, R",Data Science,"big data, bio, data preprocessing, data visualization, element, predictive analytics",3.37,10
COS-BIO-1629,Gene Expression Analysis Framework,A project focused on gene expression analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Genomics, Biopython, Python, R",Data Science,"bio, business intelligence, data preprocessing, exploratory analysis, expression, forecasting",2.55,9
COS-BIO-1630,Pathway Analysis Tool for Biological Networks,A project focused on pathway analysis tool for biological networks,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Python, Genomics, Biopython",Data Science,"big data, bio, pathway, python programming, time series, tool",2.88,2
COS-BIO-1631,Single-Cell RNA-Seq Analysis Pipeline,A project focused on single-cell rna-seq analysis pipeline,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Statistics, R, Biopython",Data Science,"big data, bio, cell, data mining, data preprocessing, predictive analytics",3.52,8
COS-BIO-1632,Cell Clustering Algorithm for Batch Effect Correction,A project focused on cell clustering algorithm for batch effect correction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Biopython, Python, Genomics",Data Science,"big data, bio, cell, clustering, data preprocessing, data warehousing",3.48,7
COS-BIO-1633,Differential Expression Analysis Framework,A project focused on differential expression analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Python, R",Data Science,"bio, data warehousing, differential, exploratory analysis, expression, predictive analytics",3.58,7
COS-BIO-1634,Cell Type Annotation System,A project focused on cell type annotation system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Statistics, R",Data Science,"bio, business intelligence, cell, etl, python programming, statistical modeling",2.84,4
COS-BIO-1635,Trajectory Inference Algorithm for Cell Development,A project focused on trajectory inference algorithm for cell development,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Biopython, R, Genomics, Python",Data Science,"big data, bio, inference, python programming, statistical modeling, trajectory",2.64,1
COS-BIO-1636,RNA Velocity Estimation Framework,A project focused on rna velocity estimation framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Genomics, Statistics, Python, R",Data Science,"bio, data preprocessing, data visualization, estimation, forecasting, predictive analytics",3.43,2
COS-BIO-1637,Cell-Cell Communication Analysis,A project focused on cell-cell communication analysis,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, Biopython, Python, R, Genomics",Data Science,"bio, cell, communication, data visualization, etl, python programming",3.3,6
COS-BIO-1638,Doublet Detection System for Quality Control,A project focused on doublet detection system for quality control,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, R, Statistics",Data Science,"bio, data warehousing, detection, doublet, predictive analytics, python programming",3.37,3
COS-BIO-1639,Spatial Transcriptomics Analysis Framework,A project focused on spatial transcriptomics analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Statistics, Genomics, Biopython",Data Science,"bio, business intelligence, predictive analytics, python programming, spatial, transcriptomics",2.69,6
COS-BIO-1640,Multi-Omics Integration Platform,A project focused on multi-omics integration platform,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Python, Biopython, Genomics",Data Science,"bio, data warehousing, etl, forecasting, multi, omics",2.75,12
COS-BIO-1641,Disease Gene Prioritization Framework,A project focused on disease gene prioritization framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Statistics, Biopython",Data Science,"big data, bio, data mining, disease, etl, forecasting",3.06,5
COS-BIO-1642,Drug Target Identification System,A project focused on drug target identification system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Biopython, Statistics, Genomics",Data Science,"bio, drug, forecasting, python programming, statistical modeling, target",3.62,6
COS-BIO-1643,Molecular Docking Simulation Framework,A project focused on molecular docking simulation framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Genomics, Python, Statistics, Biopython",Data Science,"bio, data preprocessing, docking, exploratory analysis, molecular, python programming",3.44,4
COS-BIO-1644,Ligand-Protein Binding Affinity Prediction,A project focused on ligand-protein binding affinity prediction,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, R, Statistics, Biopython, Python",Data Science,"bio, business intelligence, exploratory analysis, forecasting, ligand, protein",3.07,12
COS-BIO-1645,ADMET Property Prediction Model,A project focused on admet property prediction model,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Python, Statistics, Biopython",Data Science,"admet, big data, bio, business intelligence, data analysis, property",3.39,2
COS-BIO-1646,Chemical Similarity Analysis Framework,A project focused on chemical similarity analysis framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Biopython, Genomics, Statistics",Data Science,"bio, chemical, exploratory analysis, forecasting, python programming, similarity",3.06,8
COS-BIO-1647,Virtual Screening Platform for Drug Discovery,A project focused on virtual screening platform for drug discovery,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Statistics, R, Biopython",Data Science,"bio, data mining, data warehousing, python programming, screening, time series",2.93,6
COS-BIO-1648,Pharmacogenomics Analysis System,A project focused on pharmacogenomics analysis system,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Statistics, Python, R, Biopython",Data Science,"big data, bio, data analysis, exploratory analysis, forecasting, pharmacogenomics",3.51,2
