student_id,department,year_level,gpa,avg_cs_grade,programming_languages,frameworks_tools,interests,preferred_difficulty,past_projects,num_past_projects,past_project_grades
STU-0260,Information Technology,3,2.37,2.22,"Bash, Python","Energy Monitoring, Terraform, Cloud Platforms, Jenkins, Docker","green IT, infrastructure automation, system administration",Easy,Water Quality Monitor for Quality Assessment; Service Orchestration Framework for Workflow Management,2,2.77; 2.43
STU-0261,Computer Science,3,3.58,3.84,Python,"PyTorch, CUDA, Git, Linux, Diffusers, Keras","generative ai, neural networks, bioinformatics",Easy,Document Format Converter for Document Conversion; XML Data Transformer for Format Conversion; Binary Classification System for Medical Disease Diagnosis: A Healthcare Analytics Approach,3,3.56; 3.94; 3.91
STU-0262,Software Engineering,4,3.41,3.41,"Java, JavaScript, Python","Webpack, Git, Pytest, Selenium, Jest, Docker, JUnit","testing, web development",Easy,Task Assignment System for Task Allocation; Audio Player for Music Playback; Excel Report Generator for Spreadsheet Creation,3,3.61; 4.1; 3.49
STU-0263,Information Technology,3,3.22,3.32,"Go, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Scapy, Docker, Netmiko","cloud infrastructure, networking",Easy,Password Policy Enforcement for Security Compliance; Cloud Networking Architecture for Secure Communication; Sensor Network for Distributed Sensing; Infrastructure as Code (IaC) Template Repository,4,2.66; 3.06; 2.26; 3.35
STU-0264,Information Technology,4,2.54,2.57,"Bash, Python","Terraform, Ansible, Windows Server, Docker, Linux","system administration, cloud infrastructure",Easy,Cooling Water Efficiency Framework; Connection Pooling Implementation for Database Performance; Waste Reduction Analyzer for Efficiency Improvement,3,2.73; 2.86; 2.05
STU-0265,Software Engineering,3,2.6,2.27,"Go, C#, JavaScript, Python","Postman, Kubernetes, Git, Spring Boot, SAP","API development, enterprise systems",Easy,Feature Flags System for Feature Toggle,1,3.57
STU-0266,Software Engineering,4,3.77,3.63,"Java, C#, JavaScript, Python","Kubernetes, Postman, Git, Spring Boot, Django","software architecture, API development, game development",Medium,Multiplayer Synchronization for Network Gaming; Decorator Pattern for Dynamic Behavior Addition; Member Directory for Member Listing,3,3.56; 3.23; 3.59
STU-0267,Information Technology,4,2.41,2.58,"Go, Bash, Python","PostgreSQL, Prometheus, Docker, Nagios, Grafana, MongoDB","monitoring, database administration, IoT",Easy,Edge Data Processing for Local Analytics; CPU and Memory Monitor for Resource Monitoring; 5G Network Optimization for Ultra-Reliable Low-Latency Communication,3,2.38; 2.23; 2.44
STU-0268,Computer Science,4,3.55,3.91,Python,"PyTorch, CUDA, Git, Linux, Cirq, Qiskit, Jupyter, PennyLane","quantum computing, generative ai",Hard,Density-Based Spatial Clustering for Geographic Data and Location Analytics; Neural Network Architecture for Multi-layer Classification Using Deep Learning; Hybrid Quantum-Classical System for Mixed Processing; Map Rendering and Visualization Engine,4,3.77; 3.93; 3.7; 2.58
STU-0269,Computer Science,4,2.88,2.91,"C++, Python","PyTorch, CUDA, Git, NumPy","deep learning, computer vision",Easy,Network Flow Algorithm for Maximum Flow Computation; Video Compression and Codec Implementation; Particle Effect System for Visual Simulation,3,3.75; 2.62; 2.25
STU-0270,Software Engineering,4,3.98,4.02,"Python, Java, Go, CSS","Kubernetes, Webpack, Git, Spring Boot, RabbitMQ, Docker, gRPC","microservices, progressive web apps, e-commerce",Hard,High Availability Architecture for Fault Tolerance; Notification Template Engine for Dynamic Templates; Multi-Tenant Cloud Application Architecture for SaaS Platforms; File Manager Application for File Navigation; Backpressure Handling in Reactive Streams,5,4.08; 4.06; 3.66; 3.97; 4.16
STU-0271,Cybersecurity,4,3.71,3.54,"Bash, Linux, Python","Burp Suite, Elasticsearch, Requests, MISP, Wireshark","penetration testing, threat intelligence",Medium,Malware Signature Generation Framework for Detection Rule Creation; Organization-Based Access Control (OrBAC) Implementation; ISO 27001 Compliance Mapping Framework; Two-Factor Authentication System for Enhanced Security; Control Flow Anomaly Detector; Deep Learning Model for Malware Classification,6,3.72; 3.97; 3.06; 3.22; 3.45; 3.84
STU-0272,Information Systems,3,3.3,3.11,"SQL, R, Python","Excel, Pandas, FHIR, HL7, NumPy","data analytics, healthcare systems",Easy,Supply Chain Management Module Development for Logistics Optimization; Financial Management System Implementation for Accounting Operations,2,3.02; 3.86
STU-0273,Information Systems,4,2.95,3.1,"Python, SQL","Excel, Activiti, Airflow, Tableau","data warehouse, business process management",Medium,Data Quality Framework for Data Governance,1,3.16
STU-0274,Software Engineering,3,2.51,2.82,"Python, Go, CSS","Kubernetes, Terraform, React, Git, Vue.js, Jenkins, Ansible","devops, web development",Medium,Game Save System for Progress Persistence; Property-Based Testing Framework for Generative Testing; Voter Registration and Election Management; Git-Based Collaboration Workflow Automation; Customer Segmentation Framework for Targeted Marketing; E-Commerce Platform Development for Online Sales,6,2.42; 2.77; 2.37; 2.43; 2.46; 2.8
STU-0275,Information Technology,3,4.19,4.13,"C++, Python, Go","Sensors, Terraform, Jenkins, Ansible","IoT, infrastructure automation",Medium,Edge Data Processing for Local Analytics; Inventory Optimizer for Stock Optimization; IoT Network Segmentation for Isolation; Cardinality Estimation Framework; Cloud Energy Consumption Tracking,5,3.83; 4.61; 4.35; 4.06; 3.91
STU-0276,Cybersecurity,3,3.48,3.7,"C, Linux, Python","FTK, EnCase, Wireshark, Autopsy, Volatility","digital forensics, IoT security",Medium,Input Validation Framework for SQL Injection and XSS Prevention; Privileged Access Management (PAM) Platform,2,3.69; 4.07
STU-0277,Information Technology,4,2.24,2.11,"Bash, Python","Energy Monitoring, Terraform, GCP, Cloud Platforms","green IT, cloud infrastructure, containerization",Medium,Update Deployment System for Patch Updates; Event Stream Processing for Real-Time Processing,2,2.3; 2.35
STU-0278,Information Technology,4,3.06,2.68,"Go, SQL, Bash","Kubernetes, Terraform, GCP, AWS, Ansible, Docker, CloudFormation","cloud infrastructure, database administration, virtualization",Medium,Soil Health Monitor for Agricultural Analysis; Cooling System Optimization Algorithm,2,2.15; 2.81
STU-0279,Computer Science,3,3.18,3.49,"C++, Python","PyTorch, CUDA, Git, NumPy, Linux, OpenCV, Keras","computer vision, neural networks, machine learning",Medium,Explainable Recommendations for Transparency; Augmented Reality Navigation System; 3D Semantic Segmentation from Point Clouds and Volumetric Data; Quantum Machine Learning Framework for Quantum ML,4,3.42; 3.08; 3.12; 3.41
STU-0280,Information Systems,3,3.4,3.06,"Java, SQL, JavaScript, Python","Excel, Pandas, React, Spring Boot, Cloud Platforms","e-government, decision support",Medium,Candidate Scorecard for Evaluation and Comparison,1,2.63
STU-0281,Computer Science,4,3.55,3.28,"R, Python","PyTorch, CUDA, Git, Docker, Jupyter","deep learning, machine learning, neural networks",Medium,Long Short-Term Memory Network for Sequential Prediction in Temporal Modeling; JSON Data Parser and Validator for Serialized Data,2,4.1; 3.73
STU-0282,Cybersecurity,3,1.92,1.86,"C, Linux, Python","Elasticsearch, MISP, Wireshark, Scapy, Linux, Splunk, Embedded Systems, Nmap","threat intelligence, IoT security, penetration testing",Medium,Robot Operating System Development for Robotics; User Authentication System for Access Control and Identity Verification; Vulnerability Scoring and Prioritization System; Machine Learning-Based Network Traffic Classification for Protocol Identification; Duplicate Account Detection Model for Fraud Prevention,5,1.97; 1.71; 1.43; 2.25; 2.18
STU-0283,Information Systems,4,3.88,4.01,"Python, SQL","Excel, Pandas, Apache Atlas, Tableau, SQL Server","business intelligence, data governance, enterprise resource planning",Hard,Risk Scoring Engine for Asset Prioritization; Moving Average Filtering System for Noise Reduction; Material Requirements Planning (MRP) System; Fact Table Design for Efficient Analytical Queries,4,3.61; 3.97; 3.83; 3.7
STU-0284,Cybersecurity,4,2.52,2.46,"Assembly, C, Linux","Wireshark, Linux, Autopsy, PEfile","malware analysis, digital forensics",Easy,Anomaly-Based Intrusion Detection Framework Using Machine Learning Techniques; Registry Analysis System for Windows Artifacts,2,2.76; 2.53
STU-0285,Information Systems,4,2.81,2.31,"Java, SQL, JavaScript","Excel, React, Apache Atlas, Tableau","retail systems, data governance, business process management",Easy,Price Elasticity Analysis for Pricing Strategy,1,2.28
STU-0286,Information Technology,4,3.07,3.16,"Bash, Python","Kubernetes, Hyper-V, KVM, Docker, Puppet, Linux","virtualization, system administration",Medium,Backup and Archive Management System for Data Retention; Component Inventory and Reuse System,2,3.37; 3.37
STU-0287,Software Engineering,3,1.99,2.49,"HTML, CSS, JavaScript, Python","Webpack, Git, React, Django, Vue.js, Docker","web development, progressive web apps, cloud computing",Easy,Security Posture Management for Cloud Infrastructure; Cloud Data Encryption Framework for Data Protection; Hybrid Cloud Infrastructure Design for On-Premise Integration; Secrets Detection and Remediation System; Share Extension Development for Content Sharing,5,2.1; 2.02; 1.89; 2.84; 1.85
STU-0288,Information Technology,4,3.05,3.26,"C++, C, Bash, Python","Sensors, Azure Blob, Docker, Arduino, Raspberry Pi","IoT, storage systems, edge computing",Easy,Sustainable Software Development Practices; Microgrid Controller for Distributed Energy; Geofencing and Location Alert System; Password Policy Enforcement for Security Compliance,4,3.26; 2.93; 3.03; 3.75
STU-0289,Information Systems,3,2.14,2.24,"Java, SQL, R, Python","Excel, Activiti, Scikit-learn, Tableau","business process management, decision support",Easy,Demand Forecasting Model for Inventory Planning,1,1.75
STU-0290,Cybersecurity,4,4.12,3.92,"Bash, Linux, Python","Kubernetes, Azure SDK, Terraform, Burp Suite, AWS, Requests, Wireshark, Docker","cloud security, penetration testing, IoT security",Medium,One-Class Support Vector Machine for Novelty Detection in Networks; Cloud Backup and Disaster Recovery Solution; Side-Channel Attack Analysis Framework; Anomaly Detection for IoT Systems for Threat Detection,4,4.23; 3.77; 3.94; 3.83
STU-0291,Computer Science,4,2.76,2.86,"R, Python","Pandas, Git, Scikit-learn, NumPy, Linux, Docker, Jupyter","data mining, machine learning, deep learning",Easy,Market Trend Analysis and Forecasting System; Machine Learning Model for Intrusion Prediction; Token Economics Framework for Cryptocurrency Design,3,2.25; 3.0; 2.18
STU-0292,Software Engineering,4,2.07,2.22,"Python, C++, C#, SQL","Git, PostgreSQL, Unreal Engine, Redis, Docker","database design, game development, cloud computing",Easy,Cloud Resource Tagging and Governance; Audio System for Sound and Music Management; Particle System for Visual Effects; WatchKit Application Development for Wearables; Cloud Resource Tagging and Governance,5,2.24; 1.79; 2.24; 1.88; 2.8
STU-0293,Cybersecurity,4,3.14,3.54,"C, Linux, Python","Wireshark, Modbus, Linux, Cryptography, SQL, PySyft, DNP3","operational technology security, privacy, incident response",Easy,Cyber Kill Chain Analysis System for Attack Pattern Identification; ICS Protocol Analysis for Anomaly Detection; Failure Mode and Effect Analysis (FMEA) Tool; IoT Data Encryption Framework for Information Security; Behavioral Biometrics Framework for Anomaly Detection,5,3.45; 2.83; 3.01; 3.29; 3.77
STU-0294,Computer Science,4,3.43,3.49,Python,"PyTorch, CUDA, Git, NumPy","neural networks, graph algorithms, data mining",Easy,Text Cleanup Tool for Text Preprocessing; Neural Ordinary Differential Equations (Neural ODE); Protein Domain Detection Framework; Inception Module Design for Multi-Scale Feature Extraction in Deep Networks; Quantum Annealing Application for Optimization; Chart Generator for Visual Analytics,6,3.56; 3.48; 3.34; 2.94; 3.76; 3.86
STU-0295,Computer Science,3,1.82,2.01,Python,"Pandas, Git, Docker, Linux, Cirq, Jupyter","quantum computing, machine learning",Easy,Ordinal Regression System for Ordered Category Prediction; Quantum Annealing Application for Optimization; Payment Gateway Fraud Prevention Framework for Secure Transactions; Mean-Shift Clustering for Image Segmentation and Visual Pattern Recognition; Transfer Learning Approach Using Pre-trained CNN Models for Domain Adaptation; Statistical Calculator for Statistical Analysis,6,2.09; 2.43; 2.18; 2.33; 1.83; 2.45
STU-0296,Information Systems,3,2.04,1.56,"Java, SQL, Python","Excel, Pandas, Visualization Tools, Tableau, Dynamics CRM","supply chain, customer relationship management, retail systems",Medium,Government Contracting Platform; Data Warehouse Performance Tuning for Scalability; OLAP Cube Construction for Multi-Dimensional Analysis,3,2.63; 2.1; 2.13
STU-0297,Information Technology,3,3.52,3.84,"Bash, Python","Kubernetes, Hyper-V, PostgreSQL, KVM","virtualization, database administration",Medium,Key-Value Store Application for High-Speed Caching; Graph Database Implementation for Relationship-Heavy Data; Key-Value Store Application for High-Speed Caching; Tape Library Management System,4,3.85; 3.18; 3.08; 4.39
STU-0298,Cybersecurity,4,2.75,2.91,"Linux, Python","EnCase, Wireshark, Linux, Cryptography, Autopsy, SQL, PySyft","privacy, digital forensics, network security",Easy,Vulnerability Prediction Model Using Machine Learning,1,2.71
STU-0299,Information Technology,3,2.31,1.73,"SQL, Bash, Python","Energy Monitoring, Docker, Monitoring Tools, MySQL Workbench, MySQL","green IT, database administration",Medium,Disaster Recovery Drill Framework,1,2.65
STU-0300,Information Technology,3,3.16,3.32,"Bash, Python","Sensors, Ansible, Windows Server, Docker, Puppet","system administration, IoT, virtualization",Medium,Geofencing and Location Alert System; Drone Control System for Unmanned Aerial Vehicles,2,3.65; 2.43
STU-0301,Computer Science,3,3.49,3.47,"C++, Python","Git, Linux, Cirq, Qiskit, Jupyter","quantum computing, optimization",Easy,Hybrid Quantum-Classical System for Mixed Processing; Tabu Search Algorithm for Local Search Optimization; Resource Optimization for Data Centers; Wasserstein GAN for Improved Training Stability in Adversarial Learning; Fashion Trend Analysis System; API Data Aggregator for Multi-Source Integration,6,3.86; 3.51; 3.48; 3.99; 3.57; 3.49
STU-0302,Cybersecurity,3,2.25,2.8,"C, Linux, Python","FTK, EnCase, Wireshark, Autopsy","digital forensics, operational technology security",Easy,Timeline Analysis Tool for Digital Investigation; Click Fraud Detection in Digital Advertising Using Analytics; AI-Based Anomaly Detection System for Network Security; Fuzzing Engine for Vulnerability Discovery; Distributed IoT Intrusion Detection for Sensor Networks,5,2.81; 2.55; 2.4; 2.52; 2.67
STU-0303,Software Engineering,4,3.7,4.25,"Java, Go, JavaScript, Python","Kubernetes, Git, Spring Boot, RabbitMQ, Ansible, Linux, Docker","microservices, devops",Medium,Manifest File Generator for App Installation; Social Network Platform for Community Networking,2,4.09; 3.46
STU-0304,Information Systems,4,3.07,3.37,"Java, SQL, Python","Excel, Pandas, Activiti, Visualization Tools","supply chain, business process management",Easy,Production Planning and Scheduling System for Manufacturing; Price Consistency Across Channels; Purchase Order System for Procurement Process,3,3.41; 3.66; 3.02
STU-0305,Computer Science,3,2.34,1.82,"R, Python","Pandas, Git, Scikit-learn, NumPy, Linux, Jupyter","data mining, neural networks",Easy,Linear Regression Framework for Housing Price Estimation and Real Estate Analytics; Local Outlier Factor Algorithm for Point Anomalies in Density-Based Detection; Bidirectional LSTM for Contextual Sequence Processing in Natural Language Tasks,3,2.77; 1.67; 2.78
STU-0306,Software Engineering,3,2.94,2.78,"Python, CSS, HTML, JavaScript, PHP","React, Git, Django, Vue.js, Figma","UI/UX design, e-commerce",Medium,Checkout Process Optimization System; Email Client for Email Management; Web Vitals Monitoring Framework,3,2.86; 2.84; 2.6
STU-0307,Cybersecurity,3,2.57,2.92,"Bash, Linux, Python","PyTorch, Git, Burp Suite, Requests, Scapy, Linux, Docker","penetration testing, AI security, IoT security",Easy,Water Quality Monitor for Quality Assessment; Soil Health Monitor for Agricultural Analysis,2,2.51; 3.16
STU-0308,Cybersecurity,4,2.66,2.88,"SQL, C, Linux, Python","Excel, Pandas, Reporting, Wireshark, Scapy, Linux, GRC Tools","compliance, network security",Easy,Real-Time OT Network Monitoring System; Compliance Report Generator for Regulatory Reporting; Privilege Escalation Detection Framework for Security Monitoring; Isolation Forest Algorithm for Fraud Detection in Security Systems; Automatic Threat Remediation Framework; Federated Learning Security Framework,6,2.7; 2.5; 2.64; 3.25; 2.93; 2.57
STU-0309,Information Systems,3,2.53,2.25,"Java, Python, SQL","Excel, Activiti, Airflow, Tableau","data warehouse, business process management, healthcare systems",Easy,Financial Management System Implementation for Accounting Operations; Data Purging Tool for Data Deletion; Custom Report Generator for Business Reports,3,2.93; 2.01; 2.26
STU-0310,Information Systems,3,2.12,2.16,"Java, SQL, R, Python","Excel, Pandas, Scikit-learn, SAP, Tableau","decision support, enterprise resource planning, customer relationship management",Medium,Product Affinity Analysis for Cross-Selling Recommendations; Cash Flow Forecasting System for Liquidity Planning,2,2.51; 2.35
STU-0311,Computer Science,4,1.2,1.0,Python,"PyTorch, Git, OpenAI Gym, Docker","reinforcement learning, machine learning",Easy,Document Format Converter for Document Conversion,1,1.52
STU-0312,Computer Science,3,3.7,3.63,Python,"CUDA, Git, Linux, Cirq","quantum computing, deep learning",Medium,Vision Transformer for Image Classification Using Self-Attention Mechanisms; Blockchain Implementation Framework for Distributed Ledger; Transfer Learning Approach Using Pre-trained CNN Models for Domain Adaptation; Document Database Modeling for Semi-Structured Data,4,3.64; 4.12; 3.86; 3.78
STU-0313,Computer Science,3,2.89,2.92,Python,"PyTorch, CUDA, Git, Diffusers, Transformers, TensorFlow","generative ai, natural language processing, computer vision",Easy,Dependency Parsing Framework for Syntactic Analysis and Grammatical Relations; Feature Pyramid Networks for Multi-Scale Features in Object Detection; Multi-Omics Integration Platform,3,2.77; 2.43; 2.86
STU-0314,Computer Science,3,2.61,2.52,"R, Python","PyTorch, Pandas, Git, Scikit-learn, Linux, Jupyter","natural language processing, data mining",Medium,Weather Data Scraper for Meteorological Data; Data Visualizer for General Visualization; Polygon Clipping Algorithm for Computational Geometry,3,2.43; 1.85; 3.46
STU-0315,Cybersecurity,3,2.87,2.58,"Linux, Python","FTK, EnCase, Wireshark, Linux, Autopsy, Volatility, ELK Stack","digital forensics, incident response, network security",Easy,Automatic Threat Remediation Framework; User Account Lockout System for Brute-Force Attack Prevention,2,2.87; 3.32
STU-0316,Information Technology,3,3.5,3.76,"Go, C, Bash, Python","Podman, Netmiko, Docker, Scapy, Wireshark","networking, containerization",Easy,Sharding Strategy for Data Partitioning; Bulkhead Pattern for Isolation; Database Statistics Collection and Management; Permission Management Framework for Access Control,4,2.94; 3.28; 3.25; 3.78
STU-0317,Software Engineering,3,3.16,3.18,"Python, Java, Go","Kubernetes, Git, Spring Boot, Django, RabbitMQ, Docker","software architecture, microservices, cloud computing",Medium,Workforce Planning Framework for Headcount Forecasting; Supplier Evaluation and Selection Framework; RESTful Service Design Pattern Implementation,3,2.98; 3.58; 3.23
STU-0318,Cybersecurity,4,2.84,2.81,"Linux, Python","Kubernetes, Azure SDK, Terraform, AWS, Wireshark","cloud security, privacy, incident response",Medium,k-Anonymity Algorithm Implementation for Data Anonymization; Credit Card Fraud Detection System Using Machine Learning Classification; Random Number Generator Testing Framework; Ensemble Anomaly Detection for Network Intrusions and Attack Detection,4,2.83; 2.6; 3.53; 3.3
STU-0319,Information Systems,4,3.1,3.62,"Java, SQL, JavaScript, Python","Excel, Pandas, React, Cloud Platforms, Tableau, Docker, SQL","e-government, business intelligence, decision support",Medium,Business Intelligence Strategy Formulation System; Infrastructure Project Management System,2,3.13; 3.0
STU-0320,Software Engineering,3,1.56,1.77,"Java, Python, JavaScript, SQL","Git, PostgreSQL, Redis, Docker, VS Code, Django ORM","database design, software architecture, UI/UX design",Easy,Observable Pattern Implementation Framework; Government Budget Planning and Execution; Critical Rendering Path Optimization; Transportation Planning Framework,4,1.6; 1.94; 1.67; 2.12
STU-0321,Software Engineering,3,2.95,2.4,"CSS, JavaScript, PHP, Python","React, Git, Shopify, Django","e-commerce, UI/UX design, software architecture",Easy,File Search Tool for File Discovery; Transportation Planning Framework; Gossip Protocol Implementation for Information Spread,3,3.1; 4.13; 2.5
STU-0322,Information Systems,4,2.87,3.68,"Python, SQL","Excel, Scikit-learn, Airflow, Tableau, BigQuery","data warehouse, decision support",Easy,Government Asset Management System; Cart Abandonment Recovery System,2,2.69; 3.3
STU-0323,Information Systems,4,2.62,2.02,"SQL, JavaScript, R, Python","Excel, Pandas, Tableau, React","data analytics, e-government",Medium,Cash Flow Analysis System for Liquidity Management,1,2.48
STU-0324,Computer Science,4,3.71,3.51,"C++, Python","PyTorch, CUDA, Git, NumPy, Docker","neural networks, computer vision, bioinformatics",Hard,Protein Structure Prediction Network,1,3.55
STU-0325,Software Engineering,4,3.07,3.12,"Java, Python, JavaScript, SQL","Git, Spring Boot, PostgreSQL, RabbitMQ, Docker, Django ORM","database design, microservices",Medium,Environment Parity Management System; Real-Time Chat Application for Instant Messaging,2,2.56; 2.68
STU-0326,Information Technology,3,2.64,2.3,"Go, Bash, Python","Kubernetes, Helm, Istio, Podman","containerization, database administration, edge computing",Medium,Automated Deployment Framework for Release Management; Smart Home Automation Platform for Connected Devices; Wireless Network Optimization for Coverage and Performance; Feature Flag Management for Progressive Rollout,4,2.43; 2.78; 1.93; 1.92
STU-0327,Cybersecurity,3,3.25,3.23,"Bash, Linux, Python","PyTorch, Git, Requests, Wireshark","AI security, penetration testing, compliance",Medium,Application Behavior Analysis for Malware Detection and Behavioral Blocking; Polymorphic Malware Classification Using Machine Learning Techniques,2,2.57; 3.5
STU-0328,Information Technology,3,4.48,4.71,"Go, Bash, Python","Kubernetes, Helm, Cloud Platforms, Podman, Docker, Linux, Monitoring Tools, Istio","containerization, green IT, cloud infrastructure",Medium,API Gateway with Authentication and Rate Limiting; Dead Letter Queue for Failed Messages; Hexagonal Architecture Design Pattern for Maintainability; Bulkhead Pattern for Isolation; API Versioning and Compatibility Management System; Horizontal Scaling Framework for Application Growth,6,4.42; 4.36; 4.23; 4.31; 5.0; 4.78
STU-0329,Computer Science,4,2.73,2.54,Python,"Pandas, Git, Surprise, Scikit-learn, Linux, Cirq, Qiskit","quantum computing, recommendation systems, neural networks",Medium,Decision Tree Analysis for Wine Quality Assessment Using Supervised Learning; Comparative Analysis of Classification Algorithms for Email Spam Detection Using Machine Learning; Time Series Anomaly Detection Using LSTM Networks and Recurrent Neural Architectures; Local Outlier Factor Algorithm for Point Anomalies in Density-Based Detection; Zero-Shot Translation Framework for Unseen Language Pairs and Transfer Learning,5,2.64; 2.76; 2.99; 2.77; 2.32
STU-0330,Information Technology,3,1.73,1.66,"C, Bash, Python","Kubernetes, Netmiko, Docker, Scapy, Wireshark, Linux, GNS3, Nmap","networking, containerization",Easy,Service Discovery Framework for Dynamic Service Registration,1,2.17
STU-0331,Information Systems,3,2.12,2.07,"Java, Python, SQL","Excel, FHIR, HL7, Healthcare Platforms, Airflow, BigQuery, Redshift, Snowflake","data warehouse, healthcare systems, decision support",Easy,Attendance Management System for Employee Tracking; Reporting and Analytics Module for Business Intelligence; Document Management System for Enterprise Content,3,1.69; 1.9; 1.79
STU-0332,Cybersecurity,3,2.42,2.07,"C, Linux, Python","TCPDump, Wireshark, Modbus, Scapy, Linux","operational technology security, network security",Medium,Incident Reporting and Management System; Public Health Surveillance System; Attribute-Based Access Control (ABAC) System; Incident Reporting and Management System; Secure Multiparty Computation Protocol Implementation,5,2.29; 2.51; 2.63; 3.25; 2.81
STU-0333,Information Systems,3,3.08,3.1,"Java, SQL, JavaScript","Excel, React, Activiti, Tableau, Node.js","retail systems, business process management, data governance",Medium,Product Traceability System for Batch Tracking; Reporting and Analytics Module for Business Intelligence,2,2.87; 2.75
STU-0334,Software Engineering,4,3.04,2.58,"JavaScript, PHP, Python","React, Git, Shopify, Django","e-commerce, web development",Easy,Service Worker Implementation for Offline Support; Accessibility Testing Automation Framework; Color Accessibility Validation Tool; Refactoring Recommendation System for Code Improvement; Personal Portfolio Website for Professional Profile,5,3.35; 3.05; 2.57; 2.98; 3.23
STU-0335,Software Engineering,4,2.32,1.6,"Python, Java, CSS, HTML, JavaScript","Kubernetes, Webpack, Git, React, Spring Boot, Vue.js, Docker","progressive web apps, microservices",Easy,Persistent Volume Management for Data Storage; Internationalization and Localization Framework; Test Coverage Analysis with Gap Identification; Real-Time Data Synchronization for Cloud Integration,4,2.06; 1.87; 1.47; 2.42
STU-0336,Information Systems,4,3.26,3.24,"Java, Python, SQL","Excel, FHIR, HL7, Healthcare Platforms, Airflow, Tableau, BigQuery","data warehouse, healthcare systems, enterprise resource planning",Easy,Product Search and Filtering System,1,3.66
STU-0337,Information Systems,4,3.56,4.13,"Java, SQL, Python","Excel, Pandas, Visualization Tools, FHIR, Tableau, Docker, ERP Systems, SQL","supply chain, healthcare systems",Hard,Hiring Workflow System for Recruitment Process; Sales Pipeline Management System for Sales Force Automation; Membership Tier Management System,3,3.21; 3.81; 3.16
STU-0338,Software Engineering,3,3.01,3.38,"HTML, CSS, JavaScript, Python","Webpack, Git, React, Django","web development, UI/UX design",Easy,Technical Debt Quantification Framework; Audio Player for Music Playback; Telemedicine Platform for Remote Healthcare,3,3.42; 3.19; 3.47
STU-0339,Information Systems,4,3.5,3.83,"Python, Java, SQL","Excel, Pandas, React, NumPy, Tableau, Jupyter","retail systems, data analytics",Hard,Competitive Intelligence Aggregation Platform; Customer Behavior Prediction Model for Shopping Patterns; Customer Churn Prediction System for Retention Strategy,3,3.97; 3.71; 3.43
STU-0340,Information Systems,4,2.78,3.06,"Java, SQL, JavaScript, Python","Excel, React, SAP, Tableau","retail systems, enterprise resource planning, data governance",Easy,Attendance Management System for Employee Tracking; Real-Time Visualization Framework for Live Dashboards,2,2.88; 1.89
STU-0341,Information Technology,4,2.22,2.07,"Python, Bash, SQL","Terraform, PostgreSQL, Jenkins, Ansible, Pulumi, Linux","database administration, infrastructure automation, virtualization",Easy,Reference Data Management System for Organizational Standards; Database Statistics Collection and Management; Database Statistics Collection and Management; Edge AI Inference Framework for On-Device ML; Connection Pooling Implementation for Database Performance; Cross-Region Backup Replication,6,2.05; 2.52; 1.94; 2.2; 1.22; 2.03
STU-0342,Software Engineering,3,2.21,2.01,"Python, Java, C#, SQL, JavaScript","Kubernetes, Git, Spring Boot, Django, Docker, VS Code, .NET","software architecture, database design",Easy,Workforce Planning Framework for Headcount Forecasting; Workforce Planning Framework for Headcount Forecasting; Workforce Planning Framework for Headcount Forecasting; XR Analytics Framework for XR Analytics; XR Content Management for XR Content; Inclusive Component Library,6,2.71; 2.27; 2.38; 2.24; 2.81; 2.75
STU-0343,Software Engineering,3,3.04,3.17,"CSS, HTML, JavaScript","React, Git, Vue.js, Docker, Figma, VS Code, Sketch","UI/UX design, progressive web apps",Easy,Email Notification System for Email Alerts; Technical Debt Quantification Framework,2,3.57; 3.23
STU-0344,Software Engineering,4,3.46,3.6,"CSS, HTML, JavaScript, Python","Vue.js, React, Git, Docker","UI/UX design, web development",Easy,Friend Recommendation Engine for Friend Suggestions,1,3.47
STU-0345,Information Systems,3,2.6,3.05,"Python, SQL","Excel, Pandas, NumPy, Airflow","data warehouse, data analytics, enterprise resource planning",Medium,Data Export Framework for Data Delivery; Quality Management System Framework for Process Improvement,2,1.86; 1.46
STU-0346,Information Technology,3,2.97,2.9,"Go, C++, Bash, Python","Kubernetes, Helm, Podman, TensorFlow Lite","edge computing, containerization",Medium,Industrial Equipment Monitoring for Predictive Maintenance; Edge Computing Platform for Distributed Processing; Message Replay for Message Reprocessing; Vendor Sustainability Performance Tracking,4,2.43; 2.81; 3.43; 3.2
STU-0347,Software Engineering,4,3.23,3.14,"Python, Java, C#, HTML, JavaScript","Kubernetes, Git, React, Django","software architecture, web development",Medium,Manufacturing Plant Security Framework; Public Records Management Framework; Evidence Management Framework; Disease Outbreak Detection and Prediction System,4,3.63; 3.1; 3.55; 3.39
STU-0348,Information Technology,3,3.09,3.24,"C++, Bash, Python","Energy Monitoring, Cloud Platforms, TensorFlow Lite, Docker, ONNX Runtime","green IT, edge computing",Easy,Edge Data Processing for Local Analytics; IoT Access Control System for Device Authorization; Workload Consolidation Algorithm for Efficiency; Multi-Cloud Management System for Cloud Orchestration,4,3.31; 3.3; 2.8; 3.25
